,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
ACU,-0.11356461,0.15864205,,,,0.985545,,,15.478,,,21.8,4.624,1535673600,91.713,-0.107,-0.144,10729913,0.079239994,11.149,0.883,119624008,USD,,2959861,1.79,12.178771,-3744072,421.0,,,0.36693,47899273,0.12276,0.60383,Household & Personal Products,,,1514678400,,,,1,86400,,,1530316800,3746479,1577750400,2,4222876,0.05657,,1.42,2,1.4084507,,0.02767,0.02767,2.067,strong_buy,1.0,0.04201,0.07377,0.023,40.154,,Consumer Defensive,,3374060,0.0089,30039,1532995200,26246,0.0127,6.79,29.0,25.25,27.13,27.13,,,1894000,0.561,47896000,135415344,1.02,,
ACY,0.15523458,0.15864205,,,,-0.657104,,,33.601,,,16.0,0.249,1535673600,310.154,,,24170800,0.70567,6.859,4.84,165790016,USD,,1046062,1.84,8.695652,160450,,,,0.92926,31540600,0.4133,0.216,Rental & Leasing Services,,,1514678400,,,,1,86400,,,1530316800,6638200,1577750400,1,17055700,0.34835997,,,2,0.4761763,,0.19379999,0.19379999,0.213,buy,2.0,0.030639999,0.1499,-0.056,24.182,,Industrials,,1416700,0.001,1358,1532995200,4727,0.0013,0.43,17.5,17.5,17.5,17.5,,,4378000,3.09,147642496,34252400,4.687,,
AINC,0.70065725,0.15864205,,,2.0,1.286794,,8.0,19.693,,9.0,90.9,1.454,1535673600,27.17,,,6515000,0.043319996,26.458,1.146,172375328,USD,,1692151,7.46,12.184987,35078752,102.0,,,0.19454001,10617000,0.52656,0.17452998,Asset Management,,,1514678400,,,,1,86400,,,1530316800,-6035000,1577750400,1,19616000,0.00681,9.0,,2,4.6158533,,-0.04004,-0.04004,1.142,hold,3.0,0.00588,-0.17363001,1.853,72.662,,Financial Services,9.0,2109390,0.018,38013,1532995200,31714,0.041500002,5.39,95.0,95.0,95.0,95.0,,,40868000,19.374,12991000,150372992,-6.342,,
AIRI,-0.0805369,0.15864205,,,,-0.375584,,,0.691,,,1.3779,1.228,1535673600,162.6,,,-3325000,-0.07039,-19.777,1.392,65759080,USD,,20756232,-0.12,-11.4825,-2990750,275.0,,,0.083579995,4867000,0.47507,0.20792,Aerospace & Defense,,,1514678400,1287014400,1/400,,1,86400,,,1530316800,-13266000,1577750400,2,-3664000,-0.13003,,,4,1.9940666,,-0.43840998,-0.43840998,0.253,buy,2.0,-0.05513,-0.66103,-0.074,2.105,,Industrials,,26427600,0.00090000004,23957,1532995200,74414,0.0011999999,1.0,2.5,2.0,2.25,2.25,,,405000,0.015,29694000,47234000,-0.89,,
AKG,-0.20754713,0.15864205,,,2.0,0.190587,,3.0,1.372,,5.0,0.865,2.258,1535673600,,,,116311000,0.47489,1.443,0.685,167887232,USD,,170362807,0.03,28.833334,-310010624,,,,0.53853,126765000,0.22311,0.51183,Gold,,,1514678400,,,,1,86400,,,1530316800,-142394000,1577750400,5,107566000,0.21316999,5.0,,4,0.63046646,,-0.58138,-0.58138,0.08,hold,2.6,0.05263,-0.38042,0.11,1.173,,Basic Materials,6.0,225804992,0.0023,509397,1532995200,276053,,1.68,2.31,0.96,1.55,1.35,,,18756000,0.083,0,244924000,-0.682,,
ALO,-0.8604375,0.15864205,,,2.0,-0.947663,,2.0,3.274,,4.0,0.7039,3.148,1535673600,8.741,-0.494,-0.065,13851000,0.14525,3.517,0.511,48707644,USD,,80254243,0.4,1.7597499,-83986496,356.0,,,0.21216999,30703000,0.041100003,0.25957,Gold,,,1514678400,1494892800,1/10,,1,86400,,,1530316800,8858000,1577750400,5,-9561000,0.094060004,3.0,,4,0.21499695,,0.092889994,0.092889994,1.226,buy,2.4,0.01931,0.04145,-0.031,1.993,,Basic Materials,6.0,83784096,0.0191,1500254,1532995200,1529159,,3.9,7.09,4.33,5.47,5.51,,,29732000,0.355,23980000,95358000,0.184,,
AMBO,Infinity,0.15864205,,,,-61.132137,,,1.693,,,5.78,0.841,1535673600,18.21,0.447,0.452,5880044,0.078379996,14.353,1.125,84393688,CNY,,8124944,,,,1694.0,,,0.40132,187529000,0.0,0.00071000005,Education & Training Services,,,1514678400,1441324800,1/30,,1,86400,,,1530316800,9908880,1577750400,1,,0.03217,,,2,3.4140582,,0.13209,0.13209,0.575,buy,2.0,0.010039999,0.36543998,0.168,3.83,,Consumer Defensive,,21557900,0.0004,8443,1532995200,13245,,0.63,55.39,55.39,55.39,55.39,,,58127840,2.696,6555760,75016560,0.501,,
APHB,-0.121212125,0.15864205,,,,3.524666,,,0.506,,,0.8901,2.987,1535673600,,,,-8836000,0.0,-1.114,169.774,9846893,USD,,13625878,-0.79,-1.1267089,-6076250,31.0,,,0.0,-2766000,0.04802,0.10832,Biotechnology,,,1514678400,1493078400,1/10,,1,86400,,,1530316800,-9315000,1577750400,1,-8671000,-158.93103,,,2,1.759091,,0.0,0.0,2.83,buy,2.0,-0.42953,-1.02363,,0.005,,Healthcare,,16468300,0.0645,1061697,1532995200,830404,0.0789,9.09,6.0,6.0,6.0,6.0,,,5798000,0.352,0,58000,-0.773,,
ASM,-0.45575756,0.15864205,,,,0.082845,,,1.311,,,0.9182,1.576,1535673600,17.044,-0.236,-0.272,7338763,0.21179001,7.856,1.664,57653060,USD,,53114704,0.15,6.121333,-8139106,,,,0.28,11383511,0.04458,0.11833,Silver,,,1514678400,,,,1,86400,,,1530316800,2437461,1577750400,3,4866062,0.10858,,,4,0.7003814,,0.07034,0.07034,0.944,buy,2.0,0.02259,0.03522,0.16,0.651,,Basic Materials,,55805700,0.020599999,1150142,1532995200,1152354,,7.82,3.23,2.79,3.0,2.98,,,4766000,0.085,12473000,34651640,0.04,,
AST,-0.59090906,0.15864205,,,,2.430384,,,0.506,,,1.4,6.536,1535673600,11.567,,,-22132000,0.0,-2.864,27.52,63379684,USD,,27771351,-0.44,-3.1818182,-7728625,31.0,,,0.90664,3877000,0.40233,0.17797,Biotechnology,,,1514678400,1412208000,1348/1000,,1,86400,,,1530316800,-22651000,1577750400,5,-17438000,-11.24012,,,4,2.7667985,,0.0,0.0,6.09,buy,2.2,-0.39029998,-0.69924,-0.655,0.043,,Healthcare,,55509400,0.0647,3591039,1532995200,3279771,0.1104,23.93,13.0,5.5,9.5,11.0,,,14805000,0.267,3247000,2303000,-0.423,,
